"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"1662","GO:0003682",9.25929254838995e-20,1,292,563,"chromatin binding","MF"
"10698","GO:0042221",9.90989664134987e-20,1,1509,3951,"response to chemical","BP"
"13789","GO:0051093",1.04866270305692e-19,1,471,1026,"negative regulation of developmental process","BP"
"14883","GO:0060429",1.36460131591804e-19,1,516,1142,"epithelium development","BP"
"11733","GO:0044430",1.39336191486567e-19,1,634,1459,"cytoskeletal part","CC"
"16399","GO:0071310",1.62775809165301e-19,1,946,2312,"cellular response to organic substance","BP"
"7214","GO:0030054",2.56201424201463e-19,1,501,1070,"cell junction","CC"
"14761","GO:0060284",3.57603555476533e-19,1,482,1039,"regulation of cell development","BP"
"17944","GO:0097435",3.67032531231682e-19,1,323,648,"supramolecular fiber organization","BP"
"4906","GO:0010638",3.98564285973728e-19,1,286,564,"positive regulation of organelle organization","BP"
"13228","GO:0048589",4.53778051326201e-19,1,367,746,"developmental growth","BP"
"11574","GO:0044089",5.56104203027182e-19,1,264,507,"positive regulation of cellular component biogenesis","BP"
"7198","GO:0030029",6.60583461018648e-19,1,344,697,"actin filament-based process","BP"
"377","GO:0000976",6.86555465547286e-19,1,386,809,"transcription regulatory region sequence-specific DNA binding","MF"
"1671","GO:0003700",8.36368093028273e-19,1,462,1001,"DNA-binding transcription factor activity","MF"
"10758","GO:0042330",8.61555035651689e-19,1,279,568,"taxis","BP"
"287","GO:0000776",1.95758345811937e-18,1,88,124,"kinetochore","CC"
"3560","GO:0006935",2.1451847428483e-18,1,277,566,"chemotaxis","BP"
"490","GO:0001525",2.28470132861081e-18,1,258,500,"angiogenesis","BP"
"18719","GO:0120025",2.36551915348232e-18,1,885,2142,"plasma membrane bounded cell projection","CC"
"13311","GO:0048729",2.65809828697577e-18,1,328,659,"tissue morphogenesis","BP"
"2697","GO:0005576",3.47867846090531e-18,1,851,2275,"extracellular region","CC"
"5794","GO:0016192",3.60080509434279e-18,1,567,1286,"vesicle-mediated transport","BP"
"6104","GO:0016787",3.791619679228e-18,1,966,2424,"hydrolase activity","MF"
"823","GO:0002009",4.08667406395581e-18,1,277,537,"morphogenesis of an epithelium","BP"
"395","GO:0001012",4.40493407758668e-18,1,369,774,"RNA polymerase II regulatory region DNA binding","MF"
"13893","GO:0051249",4.93598729844108e-18,1,210,401,"regulation of lymphocyte activation","BP"
"12310","GO:0045859",5.69114706163692e-18,1,313,638,"regulation of protein kinase activity","BP"
"143","GO:0000280",6.04065690930605e-18,1,211,394,"nuclear division","BP"
"12682","GO:0046649",6.16788070468162e-18,1,320,676,"lymphocyte activation","BP"
"11655","GO:0044297",6.81423849357253e-18,1,368,776,"cell body","CC"
"12271","GO:0045785",6.98931562679394e-18,1,209,390,"positive regulation of cell adhesion","BP"
"10387","GO:0036477",7.1968250655505e-18,1,461,1009,"somatodendritic compartment","CC"
"11938","GO:0045087",7.20217766014205e-18,1,295,632,"innate immune response","BP"
"3537","GO:0006897",8.64762619126917e-18,1,282,561,"endocytosis","BP"
"13233","GO:0048598",1.06728091990744e-17,1,306,613,"embryonic morphogenesis","BP"
"378","GO:0000977",1.07131194975506e-17,1,364,766,"RNA polymerase II regulatory region sequence-specific DNA binding","MF"
"6012","GO:0016604",1.2530114246382e-17,1,309,629,"nuclear body","CC"
"11991","GO:0045184",1.37855302200394e-17,1,732,1769,"establishment of protein localization","BP"
"1139","GO:0002521",1.47771336204893e-17,1,269,546,"leukocyte differentiation","BP"
"12003","GO:0045202",1.94061453495224e-17,1,596,1364,"synapse","CC"
"7403","GO:0030335",2.20778794827671e-17,1,258,509,"positive regulation of cell migration","BP"
"1138","GO:0002520",2.23385086979403e-17,1,439,982,"immune system development","BP"
"11016","GO:0042803",2.33128769314066e-17,1,400,886,"protein homodimerization activity","MF"
"339","GO:0000902",2.36976256651375e-17,1,471,1020,"cell morphogenesis","BP"
"5526","GO:0015630",3.06946663563435e-17,1,485,1087,"microtubule cytoskeleton","CC"
"87","GO:0000165",3.45499701209892e-17,1,366,789,"MAPK cascade","BP"
"63","GO:0000122",3.87534631008778e-17,1,386,832,"negative regulation of transcription by RNA polymerase II","BP"
"7162","GO:0023014",4.09291383344537e-17,1,373,807,"signal transduction by protein phosphorylation","BP"
"13201","GO:0048534",4.35841717569618e-17,1,418,932,"hematopoietic or lymphoid organ development","BP"
"18409","GO:0099081",4.95595700077294e-17,1,393,864,"supramolecular polymer","CC"
"11128","GO:0043069",5.28033490927133e-17,1,425,952,"negative regulation of programmed cell death","BP"
"18408","GO:0099080",5.67307157026603e-17,1,393,865,"supramolecular complex","CC"
"17255","GO:0080135",6.53368625982357e-17,1,301,619,"regulation of cellular response to stress","BP"
"11088","GO:0043005",8.2347465126849e-17,1,627,1453,"neuron projection","CC"
"2719","GO:0005615",8.54964722898182e-17,1,585,1507,"extracellular space","CC"
"13267","GO:0048666",8.83961869182096e-17,1,522,1161,"neuron development","BP"
"3092","GO:0006260",1.24640919092249e-16,1,138,232,"DNA replication","BP"
"7782","GO:0031175",1.26660541130897e-16,1,469,1027,"neuron projection development","BP"
"382","GO:0000981",1.35380298673619e-16,1,365,777,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"10224","GO:0036094",1.38852870703979e-16,1,951,2341,"small molecule binding","MF"
"3966","GO:0008134",1.42855648661445e-16,1,325,681,"transcription factor binding","MF"
"21732","GO:2000147",1.54822015221945e-16,1,262,527,"positive regulation of cell motility","BP"
"14039","GO:0051493",1.54981078707795e-16,1,256,507,"regulation of cytoskeleton organization","BP"
"11125","GO:0043066",1.56559896912305e-16,1,417,936,"negative regulation of apoptotic process","BP"
"13108","GO:0048285",1.81387818452963e-16,1,226,440,"organelle fission","BP"
"10578","GO:0040017",2.01097904060194e-16,1,274,559,"positive regulation of locomotion","BP"
"8869","GO:0032989",2.25822140445286e-16,1,503,1118,"cellular component morphogenesis","BP"
"1230","GO:0002683",2.41668079487397e-16,1,221,446,"negative regulation of immune system process","BP"
"18488","GO:0099512",2.51876350613451e-16,1,388,859,"supramolecular fiber","CC"
"6364","GO:0018193",2.63092498145409e-16,1,473,1066,"peptidyl-amino acid modification","BP"
"13668","GO:0050896",2.75632780475024e-16,1,3084,8873,"response to stimulus","BP"
"18133","GO:0098609",2.89722984163762e-16,1,331,689,"cell-cell adhesion","BP"
"18214","GO:0098772",3.1916718177668e-16,1,659,1683,"molecular function regulator","MF"
"7204","GO:0030036",3.25410567804357e-16,1,302,617,"actin cytoskeleton organization","BP"
"18152","GO:0098657",3.27049214748522e-16,1,329,684,"import into cell","BP"
"4724","GO:0010033",3.41831449819197e-16,1,1136,2930,"response to organic substance","BP"
"12273","GO:0045787",3.49167484815191e-16,1,188,350,"positive regulation of cell cycle","BP"
"14287","GO:0051962",4.49799766637847e-16,1,306,622,"positive regulation of nervous system development","BP"
"13912","GO:0051272",4.69224074523208e-16,1,267,543,"positive regulation of cellular component movement","BP"
"88","GO:0000166",5.10332539205775e-16,1,821,1970,"nucleotide binding","MF"
"19193","GO:1901265",5.10332539205775e-16,1,821,1970,"nucleoside phosphate binding","MF"
"473","GO:0001501",5.43251571640651e-16,1,249,493,"skeletal system development","BP"
"18235","GO:0098805",5.45102056334046e-16,1,463,1044,"whole membrane","CC"
"11092","GO:0043009",5.7972436506287e-16,1,360,773,"chordate embryonic development","BP"
"13573","GO:0050767",6.25485062270465e-16,1,420,910,"regulation of neurogenesis","BP"
"16667","GO:0071705",6.50728204548218e-16,1,820,2038,"nitrogen compound transport","BP"
"13551","GO:0050727",7.64339362476129e-16,1,163,310,"regulation of inflammatory response","BP"
"13767","GO:0051051",7.84475793424173e-16,1,248,509,"negative regulation of transport","BP"
"6249","GO:0017076",8.14608760494322e-16,1,741,1745,"purine nucleotide binding","MF"
"4629","GO:0009719",9.88901036662788e-16,1,583,1368,"response to endogenous stimulus","BP"
"11335","GO:0043408",1.05110899889947e-15,1,338,732,"regulation of MAPK cascade","BP"
"3106","GO:0006281",1.05335726805353e-15,1,217,421,"DNA repair","BP"
"19494","GO:1902105",1.16693918596823e-15,1,155,283,"regulation of leukocyte differentiation","BP"
"4651","GO:0009792",1.19532386600449e-15,1,366,791,"embryo development ending in birth or egg hatching","BP"
"6123","GO:0016817",1.20239924024425e-15,1,383,841,"hydrolase activity, acting on acid anhydrides","MF"
"6124","GO:0016818",1.20239924024425e-15,1,383,841,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF"
"8579","GO:0032555",1.21138919677237e-15,1,736,1733,"purine ribonucleotide binding","MF"
"12789","GO:0046903",1.27175992775689e-15,1,498,1161,"secretion","BP"
"5928","GO:0016462",1.45519638991985e-15,1,382,838,"pyrophosphatase activity","MF"
"17827","GO:0097190",1.74264682501583e-15,1,274,587,"apoptotic signaling pathway","BP"
"10647","GO:0042110",1.87772975505824e-15,1,230,470,"T cell activation","BP"
"2832","GO:0005813",1.88171436795852e-15,1,242,489,"centrosome","CC"
"7226","GO:0030097",1.92178621137812e-15,1,393,883,"hemopoiesis","BP"
"8835","GO:0032940",2.01165615379714e-15,1,443,1007,"secretion by cell","BP"
"9953","GO:0035639",2.1119171130621e-15,1,709,1662,"purine ribonucleoside triphosphate binding","MF"
"8212","GO:0031982",2.15983145958595e-15,1,750,1854,"vesicle","CC"
"8577","GO:0032553",2.29254306022379e-15,1,740,1748,"ribonucleotide binding","MF"
"6758","GO:0019904",2.42152361782698e-15,1,364,787,"protein domain specific binding","MF"
"3690","GO:0007169",2.57116164817629e-15,1,261,520,"transmembrane receptor protein tyrosine kinase signaling pathway","BP"
"6269","GO:0017111",2.64811675957311e-15,1,364,790,"nucleoside-triphosphatase activity","MF"
"10569","GO:0040008",3.54673815187177e-15,1,334,721,"regulation of growth","BP"
"973","GO:0002252",4.19484619490843e-15,1,317,704,"immune effector process","BP"
"11756","GO:0044459",4.4983511394245e-15,1,1079,2716,"plasma membrane part","CC"
"11823","GO:0044770",4.61070247194152e-15,1,193,373,"cell cycle phase transition","BP"
"13168","GO:0048471",5.43394440380704e-15,1,294,618,"perinuclear region of cytoplasm","CC"
"3639","GO:0007059",5.88154794887225e-15,1,160,291,"chromosome segregation","BP"
"11039","GO:0042886",6.07353713520686e-15,1,705,1738,"amide transport","BP"
"3941","GO:0008092",6.8534253411017e-15,1,412,912,"cytoskeletal protein binding","MF"
"20218","GO:1903706",6.88709629049224e-15,1,198,391,"regulation of hemopoiesis","BP"
"5621","GO:0015833",7.30206729392482e-15,1,698,1720,"peptide transport","BP"
"7440","GO:0030424",7.30880559487773e-15,1,323,681,"axon","CC"
"13963","GO:0051347",7.82649114197404e-15,1,261,535,"positive regulation of transferase activity","BP"
"11825","GO:0044772",8.85090621609245e-15,1,178,339,"mitotic cell cycle phase transition","BP"
"4953","GO:0010720",9.78247836277288e-15,1,302,628,"positive regulation of cell development","BP"
"6380","GO:0018212",1.14776944513488e-14,1,166,309,"peptidyl-tyrosine modification","BP"
"8010","GO:0031589",1.32516528700392e-14,1,173,317,"cell-substrate adhesion","BP"
"11102","GO:0043025",1.61383914263134e-14,1,323,691,"neuronal cell body","CC"
"16665","GO:0071702",1.95204659637198e-14,1,937,2392,"organic substance transport","BP"
"14156","GO:0051716",2.15143894656161e-14,1,2598,7380,"cellular response to stimulus","BP"
"18107","GO:0098552",2.21996196944145e-14,1,263,559,"side of membrane","CC"
"14983","GO:0060562",2.40379074225617e-14,1,196,372,"epithelial tube morphogenesis","BP"
"8547","GO:0032501",2.60519245286209e-14,1,2730,7805,"multicellular organismal process","BP"
"475","GO:0001503",2.7346847788476e-14,1,188,363,"ossification","BP"
"19678","GO:1902532",2.76884743590158e-14,1,243,497,"negative regulation of intracellular signal transduction","BP"
"20128","GO:1903530",3.70556105655663e-14,1,352,787,"regulation of secretion by cell","BP"
"13768","GO:0051052",3.764592888631e-14,1,207,412,"regulation of DNA metabolic process","BP"
"13646","GO:0050867",4.00008784129723e-14,1,163,312,"positive regulation of cell activation","BP"
"12791","GO:0046907",4.38339182071235e-14,1,602,1455,"intracellular transport","BP"
"11754","GO:0044456",4.62562430813425e-14,1,464,1051,"synapse part","CC"
"12838","GO:0046982",4.66752101808176e-14,1,259,550,"protein heterodimerization activity","MF"
"18063","GO:0097708",5.03958670805411e-14,1,696,1727,"intracellular vesicle","CC"
"11337","GO:0043410",5.1149793652483e-14,1,249,521,"positive regulation of MAPK cascade","BP"
"8289","GO:0032103",5.23978047028688e-14,1,148,284,"positive regulation of response to external stimulus","BP"
"11564","GO:0044057",5.35304080833576e-14,1,271,572,"regulation of system process","BP"
"7913","GO:0031410",5.37040241525022e-14,1,694,1722,"cytoplasmic vesicle","CC"
"6345","GO:0018108",5.50246601959827e-14,1,163,306,"peptidyl-tyrosine phosphorylation","BP"
"13766","GO:0051050",5.52085237497682e-14,1,436,1025,"positive regulation of transport","BP"
"5345","GO:0015031",6.05906346251404e-14,1,676,1672,"protein transport","BP"
"13961","GO:0051345",6.65061432083651e-14,1,237,496,"positive regulation of hydrolase activity","BP"
"15290","GO:0061061",6.77895798003293e-14,1,309,671,"muscle structure development","BP"
"2685","GO:0005539",7.21448133995037e-14,1,115,202,"glycosaminoglycan binding","MF"
"296","GO:0000785",7.86872820007913e-14,1,254,538,"chromatin","CC"
"16273","GO:0070997",8.05271681502761e-14,1,195,387,"neuron death","BP"
"6754","GO:0019900",8.06285131773534e-14,1,358,777,"kinase binding","MF"
"16528","GO:0071495",8.06804513716524e-14,1,512,1190,"cellular response to endogenous stimulus","BP"
"1243","GO:0002696",8.56080555925445e-14,1,156,298,"positive regulation of leukocyte activation","BP"
"13670","GO:0050900",9.12259093060507e-14,1,161,320,"leukocyte migration","BP"
"13605","GO:0050808",9.56261210752082e-14,1,218,421,"synapse organization","BP"
"14808","GO:0060341",9.61693706858828e-14,1,406,916,"regulation of cellular localization","BP"
"19222","GO:1901342",9.65590941258477e-14,1,171,328,"regulation of vasculature development","BP"
"4907","GO:0010639",9.73106124763022e-14,1,192,381,"negative regulation of organelle organization","BP"
"13582","GO:0050776",1.03276154622202e-13,1,313,703,"regulation of immune response","BP"
"16770","GO:0071900",1.16342281163989e-13,1,205,410,"regulation of protein serine/threonine kinase activity","BP"
"3811","GO:0007417",1.30720531708429e-13,1,379,831,"central nervous system development","BP"
"6755","GO:0019901",1.30741491736389e-13,1,327,700,"protein kinase binding","MF"
"13316","GO:0048736",1.34949880129682e-13,1,114,191,"appendage development","BP"
"14694","GO:0060173",1.34949880129682e-13,1,114,191,"limb development","BP"
"340","GO:0000904",1.40259807427208e-13,1,352,755,"cell morphogenesis involved in differentiation","BP"
"115","GO:0000226",1.47456361763618e-13,1,256,531,"microtubule cytoskeleton organization","BP"
"18267","GO:0098857",1.54803394978524e-13,1,182,347,"membrane microdomain","CC"
"9519","GO:0034622",1.98112754701875e-13,1,390,938,"cellular protein-containing complex assembly","BP"
"10620","GO:0042060",2.2099225476134e-13,1,172,334,"wound healing","BP"
"17998","GO:0097529",2.28798211075508e-13,1,105,193,"myeloid leukocyte migration","BP"
"12261","GO:0045765",2.305940802651e-13,1,156,296,"regulation of angiogenesis","BP"
"11956","GO:0045121",2.45462247822528e-13,1,181,346,"membrane raft","CC"
"13762","GO:0051046",2.90939853354583e-13,1,375,866,"regulation of secretion","BP"
"13892","GO:0051248",3.0412653048221e-13,1,436,1030,"negative regulation of protein metabolic process","BP"
"20960","GO:1905114",3.31610839817825e-13,1,245,499,"cell surface receptor signaling pathway involved in cell-cell signaling","BP"
"4601","GO:0009611",3.51473452034231e-13,1,224,464,"response to wounding","BP"
"11243","GO:0043254",3.71445872885376e-13,1,210,427,"regulation of protein complex assembly","BP"
"22370","GO:2001233",4.37000204036639e-13,1,194,399,"regulation of apoptotic signaling pathway","BP"
"19352","GO:1901681",4.42386124210604e-13,1,130,242,"sulfur compound binding","MF"
